GACC	State	Group	Site	Date	Fuel	Percent	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-05-25	Chamise	57	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-05-04	Chamise	61	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-04-13	Chamise	61	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-03-30	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-03-09	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-02-23	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-02-09	Chamise	56	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-01-26	Chamise	56	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2007-01-12	Chamise	57	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-12-29	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-12-15	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-12-01	Chamise	59	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-11-17	Chamise	56	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-11-03	Chamise	57	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-10-20	Chamise	57	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-10-06	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-09-22	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-09-08	Chamise	66	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-08-18	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-08-04	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-07-21	Chamise	84	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-07-07	Chamise	90	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-06-23	Chamise	100	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-06-09	Chamise	132	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-05-26	Chamise	136	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-05-12	Chamise	148	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-04-28	Chamise	122	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-04-14	Chamise	117	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-03-24	Chamise	112	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-03-10	Chamise	98	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-02-24	Chamise	88	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-02-10	Chamise	86	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-01-27	Chamise	84	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-01-13	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2006-01-01	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-12-31	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-12-17	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-12-03	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-11-19	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-10-08	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-08-27	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-08-13	Chamise	71	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-07-30	Chamise	80	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-07-16	Chamise	80	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-06-25	Chamise	97	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-06-11	Chamise	99	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-05-28	Chamise	107	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-05-14	Chamise	107	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-04-30	Chamise	138	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-04-16	Chamise	135	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-04-02	Chamise	139	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-03-19	Chamise	153	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-03-05	Chamise	145	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-02-19	Chamise	163	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-02-05	Chamise	168	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2005-01-22	Chamise	127	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-12-22	Chamise	106	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-12-10	Chamise	96	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-11-30	Chamise	96	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-11-12	Chamise	85	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-10-28	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-10-07	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-09-23	Chamise	61	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-09-10	Chamise	61	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-08-26	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-08-12	Chamise	66	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-07-22	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-07-01	Chamise	85	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-06-17	Chamise	86	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-06-04	Chamise	92	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-05-20	Chamise	93	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-05-06	Chamise	123	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-04-23	Chamise	145	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-04-08	Chamise	153	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-03-25	Chamise	180	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-03-05	Chamise	112	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-02-13	Chamise	85	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-01-23	Chamise	80	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2004-01-08	Chamise	74	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-12-17	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-12-03	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-11-19	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-11-05	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-10-22	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-10-08	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-09-17	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-09-03	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-08-20	Chamise	78	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-08-06	Chamise	78	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-07-23	Chamise	90	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-07-09	Chamise	113	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-06-18	Chamise	121	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-06-04	Chamise	137	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-05-21	Chamise	138	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-05-07	Chamise	131	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-04-23	Chamise	153	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-04-02	Chamise	151	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-03-19	Chamise	138	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-03-05	Chamise	137	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-02-19	Chamise	150	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-01-29	Chamise	146	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2003-01-15	Chamise	121	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-12-24	Chamise	92	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-12-03	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-11-26	Chamise	71	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-11-12	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-10-29	Chamise	59	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-10-15	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-10-01	Chamise	59	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-09-17	Chamise	56	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-08-20	Chamise	58	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-08-06	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-07-16	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-07-02	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-06-18	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-05-28	Chamise	77	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-04-30	Chamise	81	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-04-16	Chamise	89	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-04-02	Chamise	107	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-03-19	Chamise	109	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-03-05	Chamise	113	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-02-19	Chamise	102	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-02-05	Chamise	88	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-01-22	Chamise	83	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2002-01-08	Chamise	83	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-12-10	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-11-26	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-11-05	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-10-22	Chamise	66	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-10-15	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-10-08	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-09-24	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-09-10	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-08-27	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-08-13	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-07-30	Chamise	80	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-07-09	Chamise	94	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-06-25	Chamise	95	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-06-11	Chamise	106	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-05-28	Chamise	112	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-05-14	Chamise	127	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-04-23	Chamise	154	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-04-09	Chamise	136	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-03-26	Chamise	130	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-03-12	Chamise	130	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-02-26	Chamise	116	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	2001-02-05	Chamise	102	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-12-17	Chamise	59	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-12-03	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-11-05	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-10-22	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-10-08	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-09-24	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-09-10	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-08-27	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-08-06	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-07-23	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-07-09	Chamise	82	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-06-25	Chamise	82	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-06-11	Chamise	87	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-05-21	Chamise	98	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-05-07	Chamise	100	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-04-23	Chamise	105	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-03-26	Chamise	83	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-03-05	Chamise	82	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-02-19	Chamise	79	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-02-05	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1999-01-08	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-12-19	Chamise	75	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-11-21	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-10-31	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-10-17	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-10-03	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-09-19	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-09-05	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-08-22	Chamise	66	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-08-08	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-07-25	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-07-11	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1997-06-13	Chamise	84	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-12-20	Chamise	89	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-12-06	Chamise	89	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-10-25	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-10-04	Chamise	64	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-09-20	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-09-06	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-08-23	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-08-09	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-06-21	Chamise	86	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-06-04	Chamise	80	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-05-10	Chamise	88	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-04-12	Chamise	98	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-03-08	Chamise	118	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-02-09	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1996-01-05	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-12-15	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-12-01	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-11-17	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-10-27	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-10-13	Chamise	77	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-09-29	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-09-15	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-09-01	Chamise	82	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-06-16	Chamise	104	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-06-02	Chamise	96	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1995-04-14	Chamise	114	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-12-16	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-12-02	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-11-18	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-11-04	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-10-21	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-09-30	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-09-16	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-09-02	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-08-19	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-07-29	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-07-15	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-07-01	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-06-10	Chamise	89	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-05-27	Chamise	90	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-04-15	Chamise	125	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-02-25	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1994-01-21	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-12-03	Chamise	66	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-10-01	Chamise	70	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-09-17	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-09-03	Chamise	74	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-08-20	Chamise	77	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-07-23	Chamise	92	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-07-09	Chamise	90	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-06-25	Chamise	91	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-05-28	Chamise	94	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-04-30	Chamise	116	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-03-12	Chamise	123	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1993-02-05	Chamise	93	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-12-24	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-11-13	Chamise	71	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-10-30	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-10-16	Chamise	74	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-10-02	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-09-18	Chamise	71	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-09-04	Chamise	75	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-08-21	Chamise	74	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-08-07	Chamise	85	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-07-10	Chamise	86	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-06-26	Chamise	96	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-06-12	Chamise	110	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-05-22	Chamise	105	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-04-24	Chamise	126	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-04-10	Chamise	111	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-02-28	Chamise	105	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-01-31	Chamise	73	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1992-01-17	Chamise	80	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-12-20	Chamise	67	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-12-06	Chamise	71	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-11-08	Chamise	65	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-10-11	Chamise	79	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-09-27	Chamise	79	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-09-13	Chamise	84	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-08-30	Chamise	90	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-08-16	Chamise	91	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-08-02	Chamise	91	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-07-05	Chamise	78	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-06-21	Chamise	95	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-06-07	Chamise	97	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-05-10	Chamise	129	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-04-26	Chamise	120	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-04-12	Chamise	85	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-02-15	Chamise	74	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-02-01	Chamise	84	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1991-01-18	Chamise	72	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-12-14	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-11-30	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-11-09	Chamise	59	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-10-26	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-10-12	Chamise	62	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-09-28	Chamise	69	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-09-14	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-08-20	Chamise	63	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-07-20	Chamise	68	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-07-06	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-06-08	Chamise	90	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-05-25	Chamise	97	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-05-11	Chamise	97	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-04-27	Chamise	108	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-04-13	Chamise	130	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-03-30	Chamise	91	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-03-16	Chamise	82	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-03-02	Chamise	76	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-02-02	Chamise	60	
SOCC	CA	LA County	Laurel Canyon, Mt. Olympus	1990-01-12	Chamise	59	
